brand_name,product_name,product_type,post_type,platform,region,gender,age_range,social_media_mentions,review_rating,price_usd,availability_status,followers,likes,comments,shares,product_category,post_day_of_week,is_weekend,engagement_rate,comment_to_like_ratio,share_to_like_ratio,is_luxury_handbag,high_price_tier,premium_engagement,is_western_market,young_demographic,high_rating,mentions_per_follower
Gucci,Gucci Vintage Perfume,Perfume,Live,Twitter,North America,Female,45-54,2128.0,1.5,795.2,Out of Stock,7458481.0,256373.0,40595.0,18020.0,Apparel,Tuesday,0,4.22321917827504,0.1583428896846014,0.07028793871453423,0,0,0,1,0,0,285.31278687979494
Gucci,Gucci Modern Belt,Belt,Live,Twitter,North America,Male,25-34,3315.0,2.9,1619.37,In Stock,9406589.0,645284.0,15535.0,4613.0,Luxury Accessories,Sunday,1,7.074105183079647,0.024074633688990137,0.007148779221584261,0,0,0,1,1,0,352.4125482680279
Gucci,Gucci Modern Sunglasses,Sunglasses,Story,Instagram,Asia,Non-binary,25-34,1656.0,3.7,1413.24,In Stock,1610358.0,437817.0,18208.0,15078.0,Eyewear,Saturday,1,29.25455085142558,0.04158805713789748,0.03443896779026902,0,0,1,0,1,0,1028.3427660184877
Louis Vuitton,Louis Vuitton Bold Perfume,Perfume,Image,Facebook,Europe,Male,25-34,3700.0,4.3,3579.46,In Stock,9721109.0,16936.0,15611.0,3427.0,Footwear,Wednesday,0,0.370060658717025,0.9217098659739033,0.20233807640077936,0,0,0,1,1,1,380.6150100775539
Louis Vuitton,Louis Vuitton Chic Perfume,Perfume,Image,Facebook,North America,Female,35-44,3120.0,1.5,1989.81,In Stock,3669839.0,63399.0,9076.0,9195.0,Luxury Accessories,Tuesday,0,2.2254382276715683,0.1431545741324921,0.14503154574132493,0,0,0,1,0,0,850.1735362232512
Gucci,Gucci Elegant Sunglasses,Sunglasses,Reel,YouTube,Middle East,Male,35-44,4391.0,4.7,4112.86,Out of Stock,6578072.0,959255.0,48871.0,3132.0,Footwear,Friday,0,15.37316709212061,0.05094677541761532,0.0032650303985588833,0,1,0,0,0,1,667.5208176499133
Louis Vuitton,Louis Vuitton Modern Belt,Belt,Reel,Twitter,Europe,Male,55+,531.0,2.5,571.55,Out of Stock,3116406.0,875498.0,41767.0,9774.0,Eyewear,Friday,0,29.747054780410508,0.047706507945754366,0.01116391909071284,0,0,1,1,0,0,170.3885822322252
Gucci,Gucci Bold Sunglasses,Sunglasses,Reel,TikTok,Asia,Male,35-44,1830.0,2.6,2310.75,In Stock,791871.0,726663.0,38661.0,14404.0,Apparel,Monday,0,98.46654316170185,0.05320340625103211,0.019822091090242532,0,0,1,0,0,0,2310.982470629686
Louis Vuitton,Louis Vuitton Vintage Sunglasses,Sunglasses,Story,TikTok,Asia,Non-binary,18-24,4890.0,2.7,820.65,Out of Stock,3025807.0,117223.0,40010.0,4617.0,Fragrances,Sunday,1,5.3489862373905535,0.34131235924384085,0.03938613253258719,0,0,0,0,1,0,1616.0977881272665
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Story,Instagram,Asia,Non-binary,45-54,3979.0,3.8,3029.16,Pre-order,5408271.0,735748.0,31730.0,5788.0,Apparel,Monday,0,14.297841213948043,0.04312612045684058,0.00786681327463578,0,0,0,0,0,0,735.7249664449138
Gucci,Gucci Bold Handbag,Handbag,Reel,TikTok,Asia,Male,25-34,1779.0,2.3,4227.94,Out of Stock,6268337.0,499527.0,28655.0,1738.0,Footwear,Saturday,1,8.45391688417518,0.05736415175926074,0.0034792844445156227,1,1,0,0,1,0,283.8073319925205
Gucci,Gucci Vintage Perfume,Perfume,Image,TikTok,South America,Female,35-44,124.0,4.9,3289.88,Pre-order,5002552.0,365418.0,29337.0,14506.0,Luxury Accessories,Wednesday,0,8.181044394940821,0.08028318177215744,0.039696895892112886,0,0,0,0,0,1,24.78734853730656
Gucci,Gucci Classic Watch,Watch,Video,Twitter,Asia,Non-binary,45-54,47.0,4.9,3673.16,In Stock,5170651.0,562092.0,49391.7,11989.0,Footwear,Thursday,0,12.05791495113478,0.08787104625035358,0.021329210646636766,0,0,0,0,0,1,9.089764519013176
Gucci,Gucci Bold Sunglasses,Sunglasses,Reel,Instagram,Asia,Non-binary,18-24,1539.0,4.2,2305.7,Pre-order,9419458.0,924436.0,9970.0,13648.0,Footwear,Tuesday,0,10.064846618563404,0.010784942619129264,0.014763580427871233,0,0,0,0,1,1,163.38519689774083
Gucci,Gucci Classic Shoes,Shoes,Reel,Twitter,Asia,Non-binary,25-34,694.0,1.6,1514.75,In Stock,5006260.0,916220.0,46675.0,14792.0,Fragrances,Friday,0,19.52928932975914,0.050942949353922254,0.016144576472270338,0,0,0,0,1,0,138.62643969749874
Louis Vuitton,Louis Vuitton Bold Sunglasses,Sunglasses,Reel,Facebook,North America,Female,18-24,1533.0,4.2,1522.93,In Stock,4761868.0,961173.0,8607.0,9796.0,Eyewear,Thursday,0,20.571254810087133,0.008954674179701074,0.010191703063129049,0,0,0,1,1,1,321.9324853187867
Louis Vuitton,Louis Vuitton Modern Shoes,Shoes,Live,Twitter,Europe,Non-binary,18-24,1459.0,1.8,812.17,Out of Stock,5208270.0,143692.0,10552.0,18934.0,Eyewear,Monday,0,3.325058032705678,0.07343433570180871,0.1317670311010279,0,0,0,1,1,0,280.1314063979018
Louis Vuitton,Louis Vuitton Classic Perfume,Perfume,Image,YouTube,North America,Male,35-44,2902.0,3.1,2521.99,In Stock,4579455.0,164234.0,43185.0,5717.0,Fragrances,Sunday,1,4.654178281039992,0.2629463877979724,0.03480987609218498,0,0,0,1,0,0,633.6998616647613
Gucci,Gucci Chic Perfume,Perfume,Video,Instagram,Europe,Female,45-54,1739.0,3.2,1502.52,In Stock,4578051.0,778297.0,34220.0,13246.0,Footwear,Wednesday,0,18.037435581211305,0.04396773472371765,0.01701918802309655,0,0,0,1,0,0,379.85596927600847
Louis Vuitton,Louis Vuitton Vintage Sunglasses,Sunglasses,Story,TikTok,Middle East,Male,55+,2885.0,2.8,513.2,Out of Stock,1500121.0,298221.0,23465.0,5592.0,Footwear,Wednesday,0,21.816773446941948,0.07868299454768596,0.018751131707251643,0,0,0,0,0,0,1923.1781969587787
Gucci,Gucci Bold Watch,Watch,Story,TikTok,Middle East,Female,55+,3002.0,1.7,2108.39,Pre-order,723494.0,557841.0,10263.0,13222.0,Eyewear,Monday,0,80.34980248626803,0.018397682497911596,0.023702051835465955,0,0,1,0,0,0,4149.308771047168
Louis Vuitton,Louis Vuitton Classic Perfume,Perfume,Story,YouTube,North America,Male,55+,2584.0,1.6,3674.25,In Stock,3989959.0,515057.0,49391.7,14384.0,Apparel,Tuesday,0,14.507234284863577,0.09589541372039653,0.027926951916094886,0,0,0,1,0,0,647.6257024194986
Louis Vuitton,Louis Vuitton Classic Shoes,Shoes,Image,YouTube,Middle East,Male,55+,4387.0,2.0,4154.69,Pre-order,7839160.0,649393.0,43599.0,1546.0,Footwear,Wednesday,0,8.85985233111711,0.06713797786859749,0.0023806810657320517,0,1,0,0,0,0,559.626286489879
Louis Vuitton,Louis Vuitton Bold Sunglasses,Sunglasses,Video,Twitter,Middle East,Non-binary,45-54,1086.0,1.4,717.82,In Stock,2117002.0,163097.0,22552.0,16384.0,Luxury Accessories,Sunday,1,9.543354233959157,0.13827269494414401,0.10045494120099573,0,0,0,0,0,0,512.989595664057
Gucci,Gucci Vintage Belt,Belt,Reel,Facebook,Europe,Male,25-34,3246.0,1.1,2501.87,In Stock,4879309.0,606314.0,46416.0,17133.0,Fragrances,Monday,0,13.72864477326605,0.07655426634670097,0.02825758887706885,0,0,0,1,1,0,665.2581338874008
Gucci,Gucci Modern Shoes,Shoes,Story,Facebook,Europe,Male,25-34,3593.0,4.9,2106.57,In Stock,979910.0,227233.0,8192.0,12744.0,Apparel,Wednesday,0,25.325693175903908,0.036050943080700955,0.05608315656987951,0,0,0,1,1,1,3666.663264993724
Louis Vuitton,Louis Vuitton Vintage Sunglasses,Sunglasses,Video,TikTok,South America,Non-binary,55+,2979.0,2.5,2699.07,In Stock,8688308.0,338019.0,48426.0,19599.0,Fragrances,Thursday,0,4.673453105023441,0.14326371220637832,0.0579817762262588,0,0,0,0,0,0,342.8745850170137
Louis Vuitton,Louis Vuitton Elegant Handbag,Handbag,Story,TikTok,Europe,Male,55+,2674.0,1.7,3623.84,Out of Stock,6543102.0,103540.0,20974.0,4668.0,Fragrances,Wednesday,0,1.974323493657901,0.2025670990235752,0.04508359007542906,1,0,0,1,0,0,408.67466226263934
Gucci,Gucci Classic Belt,Belt,Video,YouTube,Asia,Male,18-24,1254.0,4.0,434.48,Out of Stock,1521837.0,423761.0,17494.0,18160.0,Apparel,Saturday,1,30.188187039742104,0.04128260674623963,0.04285424365563689,0,0,1,0,1,1,824.0041476189631
Gucci,Gucci Bold Watch,Watch,Live,YouTube,Asia,Female,45-54,468.0,4.5,2965.9,Pre-order,4102044.0,715621.0,38649.0,5821.0,Eyewear,Wednesday,0,18.52956721088316,0.054007562651791026,0.008134182571245714,0,0,0,0,0,1,114.08946369175952
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Video,YouTube,Europe,Male,18-24,348.0,2.0,3489.27,In Stock,1367986.0,8269.0,10307.0,13936.0,Apparel,Wednesday,0,2.376632509397026,1.2463119709794437,1.6851269649334946,0,0,0,1,1,0,254.3885683040616
Gucci,Gucci Vintage Shoes,Shoes,Story,YouTube,Middle East,Female,45-54,374.0,4.7,3221.76,Pre-order,1750316.0,305661.0,33773.0,15118.0,Luxury Accessories,Friday,0,20.256456548417543,0.11049132702135038,0.0494598608920965,0,0,0,0,0,1,213.67570198752682
Gucci,Gucci Chic Belt,Belt,Image,Instagram,South America,Male,18-24,3609.0,4.4,817.09,Out of Stock,4034621.0,756785.0,31200.0,16657.0,Eyewear,Tuesday,0,19.943434587784083,0.041226978300338536,0.0220101851778442,0,0,0,0,1,1,894.5078112665354
Louis Vuitton,Louis Vuitton Modern Handbag,Handbag,Reel,YouTube,South America,Male,25-34,1271.0,2.9,3560.76,In Stock,6421206.0,589043.0,37469.0,19133.0,Apparel,Thursday,0,10.054886885734549,0.06360984917934823,0.03248144451008753,1,0,0,0,1,0,197.93789515552064
Gucci,Gucci Classic Belt,Belt,Live,YouTube,Middle East,Female,45-54,3885.0,2.2,2182.55,In Stock,9515486.0,752528.0,46027.0,8522.0,Fragrances,Sunday,1,8.481721269938287,0.061163091389169054,0.011324480518358762,0,0,0,0,0,0,408.28182606752824
Louis Vuitton,Louis Vuitton Elegant Shoes,Shoes,Reel,Twitter,South America,Male,25-34,2884.0,1.3,3162.8,Out of Stock,740807.0,233915.0,33019.0,2037.0,Eyewear,Sunday,1,36.307837263956735,0.14115750953333675,0.008708254245113631,0,0,1,0,1,0,3893.0517665194848
Louis Vuitton,Louis Vuitton Chic Belt,Belt,Image,YouTube,North America,Male,25-34,205.0,3.7,4692.66,Out of Stock,8540806.0,943892.0,14819.0,6440.0,Footwear,Saturday,1,11.300467426610556,0.015699872761001512,0.006822807246160317,0,1,0,1,1,0,24.00241850710577
Louis Vuitton,Louis Vuitton Vintage Watch,Watch,Story,TikTok,South America,Non-binary,25-34,3145.0,2.0,3865.44,In Stock,584544.0,596229.0,18496.0,17135.0,Luxury Accessories,Thursday,0,108.09451469863689,0.031021585629706656,0.02873890948124046,0,1,1,0,1,0,5380.2622214923085
Gucci,Gucci Modern Belt,Belt,Video,TikTok,Asia,Male,18-24,1295.0,1.6,4444.68,Out of Stock,8967992.0,250928.0,21107.0,18944.0,Apparel,Saturday,1,3.244639379696146,0.08411542707299674,0.07549545887482116,0,1,0,0,1,0,144.40244817345956
Louis Vuitton,Louis Vuitton Bold Perfume,Perfume,Reel,Instagram,North America,Male,55+,394.0,4.0,2008.21,In Stock,4041827.0,962516.0,23436.0,3424.0,Eyewear,Wednesday,0,24.47843512352211,0.024348660854821267,0.0035573397664664624,0,0,0,1,0,1,97.48066901428489
Louis Vuitton,Louis Vuitton Modern Perfume,Perfume,Video,Facebook,North America,Female,35-44,1866.0,1.5,4942.22,Pre-order,4007979.0,797790.0,34851.0,5795.0,Fragrances,Friday,0,20.919171482684913,0.04368437347626133,0.007263807187596751,0,1,0,1,0,0,465.5713016460416
Louis Vuitton,Louis Vuitton Chic Perfume,Perfume,Video,TikTok,Europe,Female,45-54,4995.0,1.5,2108.93,In Stock,5553092.0,755133.0,37451.0,19652.0,Footwear,Monday,0,14.626734078959974,0.04959517118815998,0.02602452015139035,0,0,0,1,0,0,899.4988737805892
Gucci,Gucci Modern Sunglasses,Sunglasses,Live,Twitter,North America,Male,25-34,2753.0,2.5,4036.52,Out of Stock,2124435.0,346811.0,24572.0,5808.0,Eyewear,Tuesday,0,17.754885416593115,0.07085106628375028,0.016746825369364383,0,1,0,1,1,0,1295.8739617827798
Louis Vuitton,Louis Vuitton Vintage Watch,Watch,Video,Facebook,South America,Female,25-34,2633.0,1.3,396.33,Pre-order,9311887.0,668932.0,48248.0,14226.0,Fragrances,Sunday,1,7.8545411902012985,0.07212680492665184,0.02126670384029492,0,0,0,0,1,0,282.7568676466972
Louis Vuitton,Louis Vuitton Vintage Sunglasses,Sunglasses,Live,Twitter,South America,Non-binary,18-24,304.0,3.7,2224.12,Pre-order,268502.0,858136.0,28817.0,6707.0,Eyewear,Wednesday,0,332.8317852380988,0.03358088510342754,0.00781576834468156,0,0,1,0,1,0,1132.2075813215542
Gucci,Gucci Vintage Belt,Belt,Live,Facebook,Europe,Male,18-24,3959.0,4.5,821.72,In Stock,1668683.0,549453.0,4675.0,118.0,Fragrances,Monday,0,33.21457700473967,0.00850844656695556,0.00021475865131566973,0,0,1,1,1,1,2372.5297135525443
Gucci,Gucci Modern Handbag,Handbag,Video,TikTok,Middle East,Non-binary,55+,1009.0,3.8,2713.86,Pre-order,1010020.0,634463.0,48005.0,4313.0,Fragrances,Monday,0,67.99677234114176,0.07566229131991728,0.0067978640238059215,1,0,1,0,0,0,998.9901190075445
Gucci,Gucci Classic Perfume,Perfume,Reel,TikTok,Europe,Female,35-44,255.0,2.7,4310.93,Pre-order,475092.0,224897.0,26671.0,17720.0,Apparel,Monday,0,56.68123226659257,0.1185915392755827,0.0787912742665564,0,1,1,1,0,0,536.7381475587886
Gucci,Gucci Vintage Sunglasses,Sunglasses,Live,Instagram,North America,Non-binary,35-44,4984.0,3.7,2344.71,Out of Stock,8848791.0,777534.0,13803.0,9473.0,Footwear,Monday,0,9.049936878382594,0.017752255525474738,0.012183374381860623,0,0,0,1,0,0,563.2407862271806
Gucci,Gucci Elegant Perfume,Perfume,Reel,Twitter,North America,Male,55+,4784.0,1.9,2963.24,In Stock,7166644.0,730206.0,22869.0,11694.0,Fragrances,Friday,0,10.671229099701339,0.031318516530244166,0.016014636945414107,0,0,0,1,0,0,667.5369950007284
Gucci,Gucci Modern Shoes,Shoes,Image,Instagram,South America,Male,35-44,2318.0,3.4,3644.54,In Stock,4429914.0,529959.0,32016.0,8228.0,Luxury Accessories,Monday,0,12.87164942705434,0.06041210657408106,0.015525700052834176,0,0,0,0,0,0,523.2607224429188
Louis Vuitton,Louis Vuitton Chic Sunglasses,Sunglasses,Story,Instagram,Asia,Male,25-34,1690.0,2.1,4002.25,In Stock,9237038.0,592181.0,27697.0,955.0,Fragrances,Sunday,1,6.72112640437335,0.046771094021770335,0.0016126798855757183,0,1,0,0,1,0,182.95908277090555
Gucci,Gucci Modern Sunglasses,Sunglasses,Reel,Facebook,Middle East,Non-binary,35-44,1065.0,2.8,4943.37,Pre-order,5653007.0,66800.0,21007.0,5444.0,Fragrances,Monday,0,1.6495822488809937,0.3144713402493975,0.08149578599122767,0,1,0,0,0,0,188.39530890373922
Louis Vuitton,Louis Vuitton Elegant Sunglasses,Sunglasses,Story,TikTok,South America,Non-binary,45-54,3788.0,2.4,2839.75,Pre-order,7949248.0,63721.0,6100.0,10804.0,Apparel,Tuesday,0,1.0142468822208088,0.0957283198895201,0.1695489783748156,0,0,0,0,0,0,476.52306230727737
Gucci,Gucci Chic Handbag,Handbag,Image,Instagram,Middle East,Female,45-54,2422.0,4.8,1129.65,In Stock,4430343.0,572002.0,40876.0,82.0,Eyewear,Friday,0,13.835497612713057,0.07146116366522554,0.0001433558914900796,1,0,0,0,0,1,546.6845343577236
Gucci,Gucci Modern Sunglasses,Sunglasses,Reel,Instagram,Middle East,Non-binary,55+,3333.0,1.8,740.93,Out of Stock,1791625.0,778896.0,13473.0,6558.0,Eyewear,Saturday,1,44.59231144910347,0.01729753741508826,0.008419598483496535,0,0,1,0,0,0,1860.3223330775133
Louis Vuitton,Louis Vuitton Bold Shoes,Shoes,Story,TikTok,North America,Female,35-44,4121.0,4.2,2786.09,In Stock,1251255.0,526952.0,1929.0,16017.0,Eyewear,Wednesday,0,43.5481176898394,0.003660668029217027,0.030395500167946666,0,0,1,1,0,1,3293.4933326939754
Gucci,Gucci Bold Watch,Watch,Image,Twitter,Asia,Male,45-54,3949.0,1.9,2185.91,In Stock,5135496.0,746515.0,12066.0,463.0,Footwear,Thursday,0,14.78034448863362,0.016163082907801038,0.00062021443612729,0,0,0,0,0,0,768.9617516983755
Louis Vuitton,Louis Vuitton Bold Watch,Watch,Story,TikTok,North America,Non-binary,18-24,3002.0,3.1,4812.44,In Stock,7712468.0,797392.0,19002.0,6655.0,Footwear,Friday,0,10.671668264944504,0.023830156522567918,0.00834594735594619,0,1,0,1,1,0,389.2398645932793
Gucci,Gucci Classic Watch,Watch,Live,YouTube,Asia,Male,18-24,1374.0,4.2,3177.49,Pre-order,887193.0,933431.0,31798.0,14640.0,Fragrances,Wednesday,0,110.44597962337394,0.03406568448478304,0.015684056256909985,0,0,1,0,1,1,1548.7047350463765
Gucci,Gucci Modern Perfume,Perfume,Story,Instagram,Europe,Non-binary,25-34,1955.0,1.4,1425.69,Out of Stock,6071196.0,804371.0,24319.0,14469.0,Fragrances,Thursday,0,13.887856692486949,0.03023352379247413,0.017987945875788815,0,0,0,1,1,0,322.01233496661945
Gucci,Gucci Chic Shoes,Shoes,Story,Twitter,Europe,Non-binary,18-24,2280.0,4.6,3275.24,In Stock,4716025.0,903997.0,2029.0,17637.0,Fragrances,Friday,0,19.5856256063104,0.002244473992199098,0.019509998915926804,0,0,0,1,1,1,483.4579969359789
Gucci,Gucci Classic Shoes,Shoes,Live,Instagram,Asia,Male,45-54,2005.0,3.5,487.63,Out of Stock,8368241.0,311023.0,13239.0,4969.0,Fragrances,Tuesday,0,3.9342915673676226,0.04256584700859098,0.015976259066824424,0,0,0,0,0,0,239.59635005731792
Gucci,Gucci Modern Handbag,Handbag,Image,Facebook,North America,Non-binary,25-34,2940.0,3.6,4938.25,Pre-order,2739798.0,860617.0,13406.0,13349.0,Luxury Accessories,Tuesday,0,32.388227161272475,0.015577178260273432,0.015510946784752353,1,1,1,1,1,0,1073.0718104035407
Gucci,Gucci Vintage Sunglasses,Sunglasses,Reel,TikTok,Middle East,Non-binary,45-54,840.0,3.5,2066.68,Out of Stock,4860463.0,370506.0,13213.0,7978.0,Eyewear,Tuesday,0,8.05884130791655,0.0356619443087445,0.02153265660297916,0,0,0,0,0,0,172.82304175548708
Louis Vuitton,Louis Vuitton Elegant Perfume,Perfume,Video,TikTok,Asia,Male,25-34,204.0,3.9,2042.28,Out of Stock,1006459.0,649172.0,48963.0,19629.0,Luxury Accessories,Friday,0,71.31577143231866,0.07542365440337168,0.030236932219916725,0,0,1,0,1,0,202.69081999366094
Gucci,Gucci Elegant Belt,Belt,Video,Instagram,Asia,Female,55+,2416.0,3.6,3638.28,Out of Stock,1883662.0,633050.0,32165.0,16872.0,Eyewear,Monday,0,36.210689603548836,0.05080949244215711,0.026651881128060773,0,0,1,0,0,0,1282.6080262807234
Louis Vuitton,Louis Vuitton Elegant Handbag,Handbag,Reel,YouTube,Middle East,Male,35-44,434.0,2.6,399.34,Out of Stock,4005822.0,455053.0,548.0,12155.0,Luxury Accessories,Tuesday,0,11.676904265841067,0.0012042526820992673,0.026711115603862398,1,0,0,0,0,0,108.34230777103924
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Live,YouTube,Middle East,Non-binary,18-24,4237.0,3.7,776.37,Out of Stock,5365759.0,678205.0,25866.0,17873.0,Fragrances,Tuesday,0,13.454648261317736,0.03813885456631171,0.02635334986714951,0,0,0,0,1,0,789.6366571812115
Louis Vuitton,Louis Vuitton Bold Shoes,Shoes,Story,YouTube,North America,Non-binary,35-44,1702.0,1.8,3359.65,In Stock,3350758.0,80984.0,44404.0,6454.0,Apparel,Thursday,0,3.9346917921258413,0.5482990677285917,0.07969377045131815,0,0,0,1,0,0,507.94476951185374
Louis Vuitton,Louis Vuitton Chic Watch,Watch,Live,TikTok,Middle East,Female,25-34,1966.0,3.3,1321.1,Out of Stock,733280.0,333632.0,48804.0,15498.0,Fragrances,Thursday,0,54.26767401265546,0.1462804938360414,0.04645223943674637,0,0,1,0,1,0,2681.1040802967486
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Image,TikTok,Europe,Non-binary,35-44,3213.0,2.8,4075.37,Out of Stock,347878.0,212188.0,42220.0,8480.0,Footwear,Saturday,1,75.56902132356745,0.19897355659341437,0.03996437138588711,0,1,1,1,0,0,9235.996527518268
Gucci,Gucci Classic Sunglasses,Sunglasses,Image,Facebook,Europe,Female,45-54,1730.0,2.1,779.18,Out of Stock,7292870.0,759556.0,37892.0,14919.0,Eyewear,Thursday,0,11.139194857442956,0.049886973591185386,0.019641712208563675,0,0,0,1,0,0,237.21799511029266
Gucci,Gucci Classic Sunglasses,Sunglasses,Live,Facebook,Europe,Female,45-54,4675.0,4.9,3223.98,In Stock,4323370.0,518033.0,26530.0,18089.0,Fragrances,Thursday,0,13.014199571167861,0.05121285475470722,0.03491855746920086,0,0,0,1,0,1,1081.3323865410548
Gucci,Gucci Bold Watch,Watch,Live,Instagram,North America,Non-binary,18-24,2659.0,4.5,2951.81,In Stock,4758034.0,44184.0,3701.0,8795.0,Apparel,Wednesday,0,1.1912483181078573,0.08376145750820414,0.19904945117121195,0,0,0,1,1,1,558.8442621469287
Louis Vuitton,Louis Vuitton Chic Handbag,Handbag,Live,Twitter,Europe,Male,55+,4588.0,4.3,4422.39,Out of Stock,507591.0,97509.0,5510.0,8321.0,Eyewear,Sunday,1,21.93498308677656,0.056507024920520975,0.08533483745256897,1,1,0,1,0,1,9038.77334310498
Gucci,Gucci Classic Handbag,Handbag,Story,TikTok,Middle East,Male,18-24,3657.0,1.8,2414.06,Out of Stock,3842243.0,768591.0,22531.0,10224.0,Luxury Accessories,Wednesday,0,20.856203004338873,0.029314642879447093,0.013302246185232217,1,0,0,0,1,0,951.787796867611
Gucci,Gucci Elegant Belt,Belt,Live,YouTube,Middle East,Male,55+,781.0,3.5,2213.84,In Stock,4638789.0,990545.2000000001,28106.0,15072.0,Eyewear,Thursday,0,22.284333260253916,0.028374244432011347,0.01521584757985039,0,0,0,0,0,0,168.36290678450777
Gucci,Gucci Modern Perfume,Perfume,Story,YouTube,Middle East,Non-binary,35-44,3154.0,3.0,1380.09,In Stock,6427169.0,916640.0,35262.0,5157.0,Eyewear,Wednesday,0,14.890832962382039,0.03846871348761402,0.005625975709138037,0,0,0,0,0,0,490.7292775403914
Louis Vuitton,Louis Vuitton Elegant Watch,Watch,Reel,Facebook,Asia,Female,25-34,2259.0,4.5,335.25,In Stock,994549.0,245860.0,11580.0,19256.0,Footwear,Wednesday,0,27.821253653666133,0.04709978402430642,0.07832067713057378,0,0,1,0,1,1,2271.381299463375
Louis Vuitton,Louis Vuitton Chic Shoes,Shoes,Image,TikTok,South America,Non-binary,25-34,1856.0,2.3,4510.08,Pre-order,7096573.0,290607.0,3569.0,2076.0,Apparel,Wednesday,0,4.174578349296203,0.01228114848868579,0.007143643671199692,0,1,0,0,1,0,261.53468723565584
Gucci,Gucci Elegant Handbag,Handbag,Reel,TikTok,Middle East,Male,25-34,4794.0,3.0,3591.11,In Stock,6881118.0,138626.0,480.0,7361.0,Fragrances,Saturday,1,2.1285349270278466,0.0034625289445778962,0.053099324085495614,1,0,0,0,1,0,696.6891136004353
Gucci,Gucci Classic Shoes,Shoes,Video,TikTok,Asia,Non-binary,45-54,3213.0,2.2,2940.74,Pre-order,5478412.0,643332.0,44517.0,10472.0,Fragrances,Tuesday,0,12.746777715878252,0.06919744518002341,0.016277728641310177,0,0,0,0,0,0,586.483820493968
Gucci,Gucci Modern Handbag,Handbag,Video,YouTube,North America,Non-binary,18-24,2679.0,4.7,3595.05,Pre-order,8113870.0,747691.0,46376.0,9345.0,Eyewear,Saturday,1,9.901711513741285,0.06202553992820573,0.01249846193352343,1,0,0,1,1,1,330.1753663788057
Louis Vuitton,Louis Vuitton Modern Shoes,Shoes,Story,TikTok,South America,Male,18-24,4626.0,2.3,448.39,In Stock,1521410.0,817449.0,19259.0,12651.0,Luxury Accessories,Sunday,1,55.82709460303271,0.023559850755397883,0.015476175912899872,0,0,1,0,1,0,3040.6004955929043
Louis Vuitton,Louis Vuitton Vintage Shoes,Shoes,Video,Instagram,Middle East,Non-binary,35-44,643.0,3.9,4318.73,In Stock,75270.0,305406.0,41390.0,5036.0,Apparel,Friday,0,467.426597582038,0.1355240711575046,0.016489471426653614,0,1,1,0,0,0,8542.580045170718
Gucci,Gucci Classic Sunglasses,Sunglasses,Live,YouTube,South America,Non-binary,55+,3684.0,4.0,4776.42,Pre-order,9926314.0,112933.0,35609.0,12793.0,Footwear,Saturday,1,1.6253263799633983,0.3153080560327271,0.11327855207466307,0,1,0,0,0,1,371.1347434707385
Louis Vuitton,Louis Vuitton Elegant Belt,Belt,Reel,YouTube,South America,Female,45-54,4240.0,1.6,2316.27,In Stock,4549533.0,388915.0,47929.0,17790.0,Fragrances,Friday,0,9.992981697242334,0.12323740859208672,0.04574252537823077,0,0,0,0,0,0,931.9637861732182
Gucci,Gucci Vintage Belt,Belt,Live,Facebook,Middle East,Male,55+,1056.0,3.1,3895.56,Pre-order,7813124.0,664871.0,39536.0,7601.0,Luxury Accessories,Thursday,0,9.11297452849846,0.05946407729608105,0.011432275686147108,0,1,0,0,0,0,135.15720472374431
Louis Vuitton,Louis Vuitton Modern Belt,Belt,Live,YouTube,Europe,Non-binary,18-24,2541.0,3.3,1988.22,In Stock,9951188.0,278043.0,46698.0,5810.0,Footwear,Thursday,0,3.321723999184821,0.16795183496137303,0.020895973299190056,0,0,0,1,1,0,255.3463968322174
Louis Vuitton,Louis Vuitton Bold Perfume,Perfume,Live,TikTok,Asia,Male,25-34,76.0,1.4,2199.7,Pre-order,3554967.0,709482.0,39889.0,7682.0,Apparel,Friday,0,21.295640719027773,0.05622262971769584,0.010827602634594487,0,0,0,0,1,0,21.378538816253428
Louis Vuitton,Louis Vuitton Vintage Watch,Watch,Live,YouTube,Europe,Non-binary,45-54,4221.0,2.4,1942.72,Out of Stock,1533862.0,507871.0,28229.0,1909.0,Eyewear,Saturday,1,35.075450073083495,0.05558290277865289,0.0037588211202822758,0,0,1,1,0,0,2751.877287526518
Louis Vuitton,Louis Vuitton Vintage Handbag,Handbag,Image,Facebook,Europe,Male,55+,4570.0,3.0,2460.84,In Stock,5439861.0,82398.0,45978.0,1354.0,Footwear,Friday,0,2.3848035822974154,0.5579922086433088,0.016432238255318633,1,0,0,1,0,0,840.0949950743227
Gucci,Gucci Modern Handbag,Handbag,Live,Facebook,South America,Male,25-34,456.0,2.5,4047.9,In Stock,6318803.0,523672.0,43682.0,709.0,Footwear,Saturday,1,8.99004131003926,0.08341464998195439,0.0013538983296828364,1,1,0,0,1,0,72.16556680118055
